tweet_id,text,label
1975096428910539148,"Un debate con una producción vergonzosa los moderadores le tuvieron miedo a Lara para decirle callate respeta!! Un debate Lara solo atacó y no supo proponer para las temáticas, un JP intimidado aunque con interés de proponer, se aplazó el TSE mucho miedo a Lara increíble 🤦🏻‍♂️",negative
1975082633643069630,"Anoche quedó claro quién está preparado… y quién da vergüenza. Juan Pablo Velasco subió al debate con ideas, propuestas y liderazgo. Edman Lara llegó con gritos, insultos y contradicciones. Mientras uno hablaba del futuro, el otro convirtió el escenario en un basurero verbal. Porque cuando no hay ideas, aparece el odio. Y cuando el que practica la guerra sucia se victimiza… es porque ya no tiene argumentos. Bolivia no necesita agitadores con micrófono. Necesita líderes con respuestas. Y anoche, nos sentimos profundamente orgullosos de Juan Pablo Velasco: firme, claro, respetuoso, preparado. Como debe ser. Lara no debatió. Atacó. No respondió. Agredió. No propuso. Se desbordó. Como siempre. Lo vimos todos: Un joven líder al que da gusto escuchar… Y un candidato al que da vergüenza ver.",negative
1975074979436958095,"Moderadores del debate: qué propuestas plantea para reformar el estado y atraer dólares e inversiones? Lara: a ver mira tu tuit racista JP di algo",negative
1975058204355944694,"El invitado confundió un debate con un palenque... Ha debido querer que se agarren a sopapos para ver quien pega más fuerte y así decidir quien ganó. Perdido en su concepción de debate. Impresentable",negative
1975054530158211486,"Cordura? 🤣☝️🤣 Parece que este PazPaco @Rodrigo_PazP venía de otro debate. Porque ""cordura"" ha sido lo último que ha demostrado, y evidentemente no vio ni escucho a su vicepresidenciable.",negative
1975053263449071825,"Lara decía días atrás: ""el colla sino la caga a la entrada la caga a la salida"", y literalmente en el debate, él, la cagó por todo lado, a la entrada, al medio y a la salida 😅.",negative
1975052547288440900,"Un #debate vacío entre 1 #racista y 1 energúmeno sin conocimiento de sus propuestas, resultados de un #ProcesoElectoral MANIPULADO que ha excluido a las verdaderas mayorías pretendiendo dividir al #BloqoePopular y proscribiendo a su candidato #legítimo, @evoespueblo.",negative
1975052226340237527,"Con razón los masistas están apoyando al PDC, el ordinario de Lara resultó igualito a Evo. En una hora de debate este tipo no expuso ni una propuesta, pura acusaciones.",negative
1975050077581517214,"EL DEBATE VICEPRESIDENCIAL TRANSCURRIÓ ENTRE ACUSACIONES, PROPUESTAS Y ERRORES DE PARTE DE LOS MODERADORES Leer más 👉 https://oxigeno.bo/politica/68430",negative
1975049955879620748,"El miope de SamueLITIO tratando de aventajar a su ya desfavorecido ExCapitan Lara, con la palabra de aventajado. Y minimizando al único que dio respuestas claras. Samuel ni en su campaña pudo decir algo creíble que si su debate de él hubiera sido contra Velasco habría perdido",negative
1975049724446245374,"Lo que el pueblo vio en el debate.",negative
1975048197249835078,"Sí tu único logro en un debate es llamar a alguien racista, realmente fuiste a debatir? La muletilla más fue usar el racismo, que ojo 20 años los masistas separaron a este país con ese veneno. Samuel deje de respirar por la herida, ya es adulto, no se ve serio.",negative
1975048161833193863,"Yo quedé así con solo ver el debate.",negative
1975046410845491595,"Para que poner reglas al debate? Si igual las incumplieron? Si hay reglas debe existir medidas ej. suspender debate. “El que necesita saltarse las reglas para ganar, ya perdió.”",negative
1975043536312488018,"FALSO. NO PRONUNCIÓ LA PALABRA JUBILADOS. Vaya y vea el debate otra vez. No se equivoque así, Rodrigo merece más prolijidad en su equipo. Improvisación es lo que sobra.",negative
1975042758776934819,"🟠 #Visión360 |  “Pobre” y carente de propuestas, así califican al debate vicepresidencial entre Lara y Velasco #VisiónElectoral #Elecciones2025 https://www.vision360.bo/noticias/2025/10/05/32708-pobre-y-con-carencia-de-propuestas-asi-califican-al-debate-vicepresidencial-entre-lara-y-velasco",negative
1975042702849999250,"Seeeee, pienso así también, quiere el debate para ser protagonista ella.",negative
1975042404165005633,"Una decepción Espinoza, siempre exigió debate y ahora anda como la no senadora Bejarano, un quemazo juntarse con Lara.",negative
1975042383047012546,"Juan Pablo Velasco, candidato a la Vicepresidencia de Libre, llama “Evo” a su rival Edman Lara, del PDC, durante el debate de este domingo.",negative
1975042027726508394,"La participación de Lara tuvo dos ejes: racismo y corrupción. Eso llega a la gente. JP Velasco intentó ser más programático, pero fue débil y confuso. El formato de debate elegido no sirve. Los periodistas invitados de adorno.",negative
1975041725715579211,"El periodismo anda mal por conclusiones como la d este Sr. q ve en un debate a alguien q quiere zafarse de acusaciones según el importantes haciendo propuestas con visión de futuro. Las acusaciones q la presente a la justicia a mi me importa un rábano, el debate es para propuesta",negative
1975041649505132948,"Una prueba antidoping hubiese sido necesaria  antes del debate vice presidencial. Algo no estaba muy bien por ahí. Para el del próximo domingo ojalá lo hagan. Parece que el MAS ya está repartiendo sus pasteles especiales...",negative
1975040655450935417,"El debate es una cancha pugilista. El debate de hoy fue cualquier cosa.",negative
1975037624994967783,"@ANBOLIVIA: TENSO Y CORTO DEBATE ENTRE CANDIDATOS MINIMIZA PRO... https://anbolivia.blogspot.com/2025/10/tenso-y-corto-debate-entre-candidatos.html?spref=tw #DebateVicepresidencial|#Bolivia|#SantaCruz",negative
1975037379141656894,"@ANBOLIVIA: TENSO Y CORTO DEBATE ENTRE CANDIDATOS MINIMIZA PRO... https://anbolivia.blogspot.com/2025/10/tenso-y-corto-debate-entre-candidatos.html?spref=tw",negative
1975036981827797028,"@ANBOLIVIA: ACUSACIONES MARCAN EL DEBATE VICEPRESIDENCIAL ENTR... https://anbolivia.blogspot.com/2025/10/acusaciones-marcan-el-debate.html?spref=tw",negative
1975036692286558698,"En política #TodoComunica: gestos, palabras, silencios, miradas, tono, vestimenta, ideología… incluso lo que se omite transmite. La #comunicación no es accesorio, es poder. Los rostros del debate vicepresidencial resumen cómo empezó y cómo terminó. #ComPol #ComunicaciónPolítica",negative
1975035785306128882,"Por los tweets pareciera que el perdedor del debate es todos los que lo vieron",negative
1975035709322109195,"Debate: Lara evita presentarse y ataca a Velasco sobre sus presuntos tuits racistas https://correodelsur.com/politica/20251005/debate-lara-evita-presentarse-y-ataca-a-velasco-sobre-sus-presuntos-tuits-racistas.html a través de @correodelsurcom",negative
1975035459400323380,"Tenso y corto debate entre candidatos minimiza propuestas https://larazon.bo/nacional/2025/10/05/tenso-y-corto-debate-entre-candidatos-vicepresidenciales/",negative
1975034953667891434,"Tremenda REVOLCADA a Edman Lara en el debate de vicepresidentes organizado por el TSE. #PDC #PartidoDeCojudos #EdmanLara #RodrigoPaz #NEOMASISTAS",negative
1975034816371597330,"#Breakingnews Los candidatos del Partido Demócrata Cristiano (PDC), Edmand Lara,y de la alianza Libre,Juan Pablo Velasco,utilizaron el debate de este domingo para cruzar acusaciones sobre las polémicas que surgieron durante la campaña rumbo a la segunda vuelta del domingo 19Oct",negative
1975034093307109666,"#Breakingnews Los candidatos del Partido Demócrata Cristiano (PDC), Edmand Lara,y de la alianza Libre,Juan Pablo Velasco, utilizaron el debate de este domingo para cruzar acusaciones sobre las polémicas que surgieron durante la campaña rumbo a la segunda vuelta del domingo 19Oct",negative
1975033412626043237,"Lara inicio el debate con patada voladora, con eso era suficente, no era necesario gastar todo el tiempo tratando el mismo tema.",negative
1975033175878574337,"Conclusión del debate, no se puede debatir con paco, tenés razón, te dejas ganar o le pagas la coima.",negative
1975032532233265488,"#AHORA|#Breakingnews ACUSACIONES MARCAN EL DEBATE VICEPRESIDENCIAL ENTRE LARA Y VELASCO #Bolivia|#ElAlto|#LaPaz",negative
1975032479674429789,"#AHORA|#Breakingnews ACUSACIONES MARCAN EL DEBATE VICEPRESIDENCIAL ENTRE LARA Y VELASCO #Bolivia|#ElAlto|#LaPaz",negative
1975032444471705786,"Este debate vicepresidencial no va a cambiar la opinión de nadie. El que es resentido va a votar a Rodrigo Paz y los demás a Tuto. Normalmente los resentidos son mayoría en este país pero no sabemos cuantos van a cambiar su voto. Está pa cualquiera.",negative
1975031537260433414,"Con todas las huevadas que el paco dijo previo al debate, la elección estaba servida. Pero no les da el nivel a Tuto ni a JP para aprovecharlo. Esa mierda decirle ""evo"" en vez de ""edman"" sonó tan cringe que estoy 100% seguro que es idea de Tuto.",negative
1975030243862925552,"Chicanero sin gracia ni respeto por los moderadores, sin la mínima de educación lo de Lara así todo el debate tirando mierda cuando había que proponer soluciones, esta claro que futuro esperanzador solo podemos encontrarlo con uno",negative
1975030169086701635,"Acusaciones marcan el debate vicepresidencial entre Lara y Velasco https://eju.tv/2025/10/acusaciones-marcan-el-debate-vicepresidencial-entre-lara-y-velasco/ a través de @ejutv",negative
1975030012983337079,"Cada quien se dirigió a sus votantes, no se esforzaron por llegar a un público más amplio. El formato de debate elegido no sirve. Los periodistas de adorno. No creo q haya servido para variar intenciones de voto.",negative
1975029883580666243,"Basura de debate, hoy perdió Bolivia, un payaso tratando de victimizarce y sumar el voto resentido y un “buenudo” incapaz de responder a los ataques con la firmeza que corresponde, ninguno tiene la talla del cargo al que aspiran. Propuestas claras, las grandes ausentes",negative
1975029698846761253,"Lara es un fifa cualquiera que se fue al debate después de festejar el repechaje.",negative
1975029530315378725,"Edmand Lara del PDC y Juan Pablo Velasco de Libre participaron del inédito debate vicepresidencial para el balotaje. https://www.opinion.com.bo/articulo/pais/acusaciones-marcan-debate-vicepresidencial-lara-velasco/20251005224359981196.html",negative
1975028477280588007,"“¿Van a controlar las redes?”: el tema que enfrentó a Lara y Velasco en el debate vicepresidencial https://eju.tv/2025/10/van-a-controlar-las-redes-el-tema-que-enfrento-a-lara-y-velasco-en-el-debate-vicepresidencial/ a través @ejutv",negative
1975028331285500012,"Cuál debate viste?O viste un TikTok de Lara para decir tremendo argumento de que Lara ganó el debate?Vuelvo a decir,que no te llevarán como moderador no debería afectar tu ojo crítico de las cosas.Para bola a lo que escribes para no pasar un simple periodista.",negative
1975027734255751370,"Tmb pienso lo mismo, pero las elecciones son en 2 semanas, no le iba a dar tiempo de volver a lavar su imagen y todo el trabajo que hizo se va ir al tacho. Nosotros podemos verlo como un error y la disculpa lo salva, pero la cantidad de gente que no lo va entender es considerable",negative
1975027662872780929,"1. El debate refuerza mi decisión de votar en blanco. 2. Trágicamente, el espectáculo de los candidatos es solo eso, espectáculo. 3. Son tiempos muy cortos de participacion para ser debate. #EleccionesBo",negative
1975027372647923746,"Quien mier.. es ese tipejo Armando Ortuño? Que debate miró? Disque Lacra confronto y se hizo respetar y JP no dijo nada según el 🤣.",negative
1975027372161434011,"Yo creo que lo hará  a partir de hoy no de disculparse pero si de demostrar que no lo hizo, parece que esperaba de adrede el debate para que Lara lo ataque y lo dejé en ridículo 🤡",negative
1975027304305963222,"Pero que debate es el que vio Armando Ortuño? señor por favor no intente tapar el sol con un dedo. Lara no tiene un peso de clase, el tipo juro que estaba en el abasto gritando a la gente",negative
1975027199049904239,"Y dijo que Lara dominó el debate porque estaba mas preparado jajaja Creo que no vimos el mismo debate.",negative
1975027053075587460,"Cualquier debate con un mono neuronal como lara es ventajoso",negative
1975026585901363683,"#RTPInforma 🗳 Concluye el debate vicepresidencial: Pocas propuestas y más injurias marcan la discusión entre Lara y Velasco 👉Lee la nota en el enlace: https://rtpbolivia.com.bo/politica/concluye-el-debate-vicepresidencial-pocas-propuestas-y-mas-injurias-marca-la-discusion-entre-lara-y-velasco/",negative
1975026377004065261,"Si después de ver el debate querés seguir votando por Lara te mereces el gobierno de mierd que nos va a tocar con ellos.",negative
1975026138750791913,"Paz Pereira tras el debate: ""Nos dijo Pazpacu, eso es discriminación, ustedes no lo notaron""",negative
1975026028360966234,"El debate vicepresidencial fue una oportunidad perdida para los ciudadanos, y los candidatos. La pobreza en las preguntas solo se equiparán a la pobreza en las respuestas. Quedaron en la nebulosa la salud, la seguridad, la educación, la gestora, y un largo etc.",negative
1975026011361476887,"Que debate vio Armando Ortuño?",negative
1975025931061522779,"Eficaz?????? En q??? No supo nibusar su tiempo. Q debate viste??",negative
1975025887214231928,"Lara Preguntando: #Elecciones2025 #debate #LARA #JP",negative
1975025695576437095,"Del “debate” entre tonto, retonto y malos presentadores, sólo queda claro que hay que seguir investigando la estafa del banco Fassil y las expresiones racistas",negative
1975025630426358072,"Vergüenza ajena con los periodistas 🫣 ¿qué les pasó? Un debate que nos muestra a las futuras autoridades en #Bolivia.",negative
1975025620519444614,"Perdí el debate, aparte de decir que no es economista y no dejaría ese tema, ¿Propuso algo? ¿Valió la pena su presencia? O se dedicó a hacer aquello en lo que es experto insultar?",negative
1975025145447321903,"Me perdí el debate",negative
1975024904375595138,"#AsuntosCentrales| Lo que dijo el candidato Juan Pablo Velasco al también candidato Edmand Lara, luego de que este mencionara en el debate el caso del Banco Fassil y lo acusara de estar involucrado.",negative
1975024425776087466,"Fiel a su estilo, Lacra volvió a confundir el debate con un ring. Parece que las horas de “estudio” no alcanzaron para aprender a argumentar con altura. ☝🏼😆😵‍💫",negative
1975023984937672766,"En una de las primeras polémicas del debate vicepresidencial, Edmand Lara increpó a Juan Pablo Velasco sobre los recursos del extinto Banco Fassil. El candidato del Libre acusó a su rival de romper las reglas del encuentro.",negative
1975023739516674530,"Uno habló de incentivos y otro de sanciones, uno propuso y otro atacó, uno habla de futuro y otro del pasado, uno habla en 1ra persona y otro en 3ra persona. Ninguno hablo del como, solo de que hay que hacer Este es el nivel de debate en Bolivia, pobre, pero al menos hay",negative
1975023481344675874,"Para Lara, tiktoker desde la comodidad de su casa destilando odio y una supina ignorancia fué facilingo. Pero en el debate, difícil fue hablar de economía, de empleo o de futuro. Ahí se acabó el show, no hay propuesta, ni plan, ni idea. Solo odio disfrazado de política.",negative
1975023411312345515,"Resumen del ""debate"". Ganó la calle.",negative
1975022935003005234,"Me pareció que los temas del debate o cómo los organizaron no estaba bien. Me resultó una mezcla de todo sin una finalidad concreta.",negative
1975022797853430080,"Dios que debate más más asqueroso de parte de Lara",negative
1975022755130298825,"Una hora de debate me parece poco para saber de las propuestas para salvar un país, peor cuando ese tiempo se lo utiliza más para atacar al otro.",negative
1975022696380719387,"Luego de ver el debate, sólo queda clara una cosa.",negative
1975022599790080174,"¿Que? ¿No fue con Evo el debate? Creo que yo ví otro canal. El mismo tipo ignorante.",negative
1975022500145946691,"Juan Pablo Velasco ve difícil asistir al debate de RTP. ""Tenemos 9 días para hacer campaña y una agenda apretada"".",negative
1975022110386077829,"Los analistas y personas que dicen que el mejor en el debate fue Lara, qué debate vieron? Y ojo que ese analista de unitel es hermano de un exministro de Evo",negative
1975021519115010336,"Los moderados se aplazaron. Interrumpieron por las razones incorrectas. Se rompieron las reglas del debate y dejaron pasar.",negative
1975021266185920876,"Lo parafraseas después de que todo el debate fue un ataque , queriendo denigrar al otro candidato.",negative
1975021212892807516,"De dónde salió ese gordo masista que dice que Lara lo sorprendió en el debate, no puede ser tan sinvergüenza.",negative
1975021157079478462,"Ortuño dónde viste el debate?",negative
1975020864522608818,"Que desperdicio de tiempo este debate en particular",negative
1975020845295923658,"#AsuntosCentrales| El candidato Edmand Lara mencionó en el debate la polémica de los tuits racistas y afirmó que Juan Pablo Velasco no tuvo la humildad para disculparse.",negative
1975041281408811471,"Se quejan que el debate vicepresidenci fue un desastre. Yo digo, por lo menos ya hay debates, antes ni eso había.",positive
1975036017041449229,"JP Velasco pudo haber llevado al debate los frondosos expedientes de los delitos y extorsiones de Lara. Pero  no bajó al barro, prefirió hablarle al país de su programa de gobierno y no de miserias. Eso se llama liderazgo. 🇧🇴💪",positive
1975031206136996103,"JP ganó tranqui el debate. Edman Lara se mostró muy incómodo, dubitativo, nervioso y agresivo. Usó la única carta que tenía hasta la trivialización. Incumplió la reglas a vista y paciencia de los moderadores. Improvisó sobre la marcha e hizo al menos un par de ridículos.",positive
1975028218538381570,"No hacía falta el debate para resaltar esto, creo que lo más importante del debate es dejar al descubierto al masismo disfrazado en Lara.",positive
1975027099720409570,"la mejor parte del debate si me lo pregunta fue cuando el Lara quedó cuñape duro",positive
1975023780914434143,"Da un pasito hacia atrás y ve el panorama. Para el debate, cada participante se planteó un objetivo y me parece que el que tuvo mas temple para cumplirlo, fue Lara. Dudo que JP haya cumplido el suyo.",positive
1975022925440049278,"Que debate viste, JP aplastó al initil de Lara",positive
1975022773136507048,"Da un pasito hacia atrás y ve el panorama. Para el debate, cada participante se planteó un objetivo y me parece que el que tuvo mas temple para cumplirlo, fue Lara. Dudo que JP haya cumplido el suyo. https://t.co/oNwmAVOqau",positive